0.0,22800.0,63300.0,3.0,2013.0,0.0795687885010267,0.8865503080082136,0.0515913757700205,0.2256160164271047,0.5059034907597536,0.0,0.0,0.0
1.0,13999.0,56450.0,1.0,2018.0,0.0292607802874743,0.8865503080082136,0.260523613963039,0.2256160164271047,0.5059034907597536,0.0,1.0,0.0
0.0,17495.0,41680.0,1.0,2016.0,0.0082135523613963,0.8865503080082136,0.0908624229979466,0.092659137577002,0.5059034907597536,0.0,0.0,0.0
0.0,15363.0,46628.0,2.4,2014.0,0.0192505133470225,0.8865503080082136,0.0166837782340862,0.1178131416837782,0.1339835728952772,1.0,0.0,0.0
0.0,32500.0,40971.0,2.0,2020.0,0.0161704312114989,0.8865503080082136,0.0998459958932238,0.0872689938398357,0.0390143737166324,0.0,0.0,0.0
1.0,5000.0,99000.0,1.0,2016.0,0.0354209445585215,0.8865503080082136,0.0908624229979466,0.2048254620123203,0.1180698151950718,0.0,0.0,0.0
1.0,12500.0,116000.0,1.0,2013.0,0.0161704312114989,0.8865503080082136,0.260523613963039,0.0872689938398357,0.1339835728952772,0.0,0.0,0.0
0.0,38000.0,117000.0,3.0,2017.0,0.0225872689938398,0.8865503080082136,0.0908624229979466,0.092659137577002,0.0038501026694045,0.0,0.0,0.0
1.0,30000.0,92000.0,2.0,2019.0,0.0503080082135523,0.8865503080082136,0.260523613963039,0.0651950718685831,0.1339835728952772,0.0,0.0,0.0
0.0,14900.0,36524.0,2.0,2004.0,0.0128336755646817,0.8865503080082136,0.0184804928131416,0.2256160164271047,0.5059034907597536,0.0,0.0,0.0
0.0,51798.0,39102.0,4.6,2021.0,0.0413244353182751,0.0028234086242299,0.0590349075975359,0.092659137577002,0.0010266940451745,1.0,0.0,0.0
0.0,40000.0,33000.0,2.0,2021.0,0.049794661190965,0.8865503080082136,0.260523613963039,0.2256160164271047,0.5059034907597536,0.0,0.0,0.0
